# T(K) V(AA^3) q1(AA) q2(AA)
290.000000 151.105699 0.000000 0.000000
250.000000 150.918123 0.000000 0.000000
220.000000 150.837393 0.000000 0.081344
180.000000 150.699615 0.000000 0.062863
150.000000 150.601723 0.000000 0.243552
120.000000 150.493950 0.000000 0.261912
100.000000 150.423646 0.000000 0.313208
80.000000 150.329313 0.092429 0.526974
50.000000 150.275855 0.133053 0.647768
30.000000 150.260382 0.147814 0.658323
5.000000 150.245547 0.144124 0.661838
