# T (C), q+ (degree)
752.5547077357463, 3.9054050207660396
674.452452766581, 2.702702690163522
597.0802472011134, 2.4864863636025163
518.2481433086579, 4.297296822689311
440.1459384595944, 5.82432410708302
363.2991771626252, 6.678919191169609
284.4670732701697, 7.418378434152654
207.21162248198564, 7.904864936940075
128.90509285704283, 8.28918913959673
50.729913139670714, 8.909459564036226
19.8540007697821, 9.225675605268176
