# T(K) V(AA^3) q1(AA) q2(AA)
319.441474 124.356728 0.000000 0.326783
401.297000 124.908759 0.000000 0.304198
482.923962 125.601677 0.000000 0.290185
555.675366 126.240411 0.000000 0.272430
638.030099 127.036138 0.000000 0.245404
709.952703 127.661553 0.000000 0.214120
791.677474 128.427372 0.000000 0.158106
865.242615 128.953666 0.000000 0.091540
